geneID	control_1	control_2	control_3	OPDA_1	OPDA_2	OPDA_3
kfl00001_0830	15.626292	15.25962	15.935493	14.093335	13.773932	12.550903
kfl00001_0840	9.336995	9.378334	9.426471	9.499877	9.757195	8.891457
kfl00001_0850	27.374554	28.698097	25.68775	26.37858	25.952524	29.206823
kfl00001_0860	28.338572	28.106974	26.885302	33.998959	31.463259	38.078381
kfl00001_0870	0	0	0	0	0	0
kfl00002_0010	19.742027	20.411095	24.415966	25.477213	25.686249	27.271778
kfl00002_0020	78.95652	81.889755	80.732452	81.544846	91.679161	79.137222
kfl00002_0030	79.059052	80.834145	87.069992	61.984715	65.288406	70.109924
kfl00002_0040	27.41687	26.747168	27.824045	17.908228	17.777252	17.713093
kfl00002_0050	125.422607	137.753677	131.588547	173.383545	156.810699	146.35675
kfl00002_0060	21.187923	23.173857	23.322399	24.143394	23.827486	24.886061
kfl00002_0070	98.34597	107.727112	112.057175	98.865646	103.727341	93.816093
kfl00002_0080	112.559471	117.247879	108.322823	118.587265	98.27932	109.020798
kfl00002_0090	0.301939	0.192058	0.221468	0.165056	0.218577	0.174603
kfl00002_0100	72.372078	72.312843	79.783859	68.348969	67.588745	70.197083
kfl00002_0110	11.381481	10.779943	10.430903	12.112776	11.740423	11.624816
kfl00002_0120	161.556992	182.963272	212.350845	173.76413	198.454514	190.794754
kfl00002_0130	24.461418	23.572527	25.738956	24.70014	23.058102	26.938389
kfl00002_0140	76.020348	77.148804	79.092987	80.165337	83.689072	78.556541
kfl00002_0150	1.474836	1.637212	1.919647	3.64197	4.612071	5.388827
kfl00002_0160	1.630152	0.854433	1.205265	1.555787	2.899674	1.353603
kfl00002_0170	22.160458	24.388872	23.68166	21.939848	22.543324	22.351946
kfl00002_0180	12.814404	13.592258	13.777069	13.023659	14.599858	12.587925
kfl00002_0190	5.198576	5.183329	4.41993	2.778886	3.658544	3.368277
kfl00002_0200	12.777373	12.515758	13.18573	12.994179	10.989661	12.213682
kfl00002_0210	229.229889	242.977524	238.970978	262.096954	229.985931	237.964355
kfl00002_0220	4.581704	5.11664	5.432845	6.904566	9.550078	8.296821
kfl00002_0240	40.068275	38.905251	45.458244	50.769707	41.329491	54.550503
kfl00002_0250	0	0	0	0	0	0
kfl00002_0260	0	0	0	0	0	0
kfl00002_0270	0.096978	0	0	0	0	0
kfl00002_0280	60.466614	52.70813	52.687965	39.714226	38.17477	40.052917
kfl00002_0290	2.413826	2.678558	3.212995	2.639286	2.953388	2.611362
kfl00002_0300	28.587816	31.416485	33.147419	38.011673	31.558851	35.734768
kfl00002_0310	20.817924	19.302277	20.307346	17.599342	18.782898	18.61762
kfl00002_0320	13.431301	10.689283	12.42205	17.853317	20.372269	15.253612
kfl00002_0330	178.028244	169.593781	180.963669	1626.689697	1510.500732	1667.462524
kfl00002_0340	6.208394	6.886381	6.956925	5.811974	6.695696	7.04431
kfl00002_0350	16.622484	17.617512	16.950703	20.384943	21.586235	20.880054
kfl00002_0360	10.061818	6.271535	8.46047	13.485682	13.669044	12.033935
kfl00002_0370	824.44873	1022.013428	1166.30127	777.479187	928.898621	657.138184
kfl00002_0380	8.781368	8.952775	9.789	8.150722	9.072287	8.4237
kfl00002_0390	74.932091	63.945026	71.660004	38.414055	35.342594	29.157354
kfl00002_0400	0.397281	0.283854	0.188394	0.071317	0	0.242876
kfl00002_0410	0	0	0	0	0	0
kfl00002_0420	56.374619	56.676632	60.342323	78.728844	78.842918	81.627144
kfl00002_0430	25.451115	31.695803	33.819656	35.134598	37.940945	37.219509
kfl00002_0440	18.378384	15.736056	16.438478	18.817051	19.730185	18.6838
kfl00002_0450	23.128172	22.830469	23.807844	18.003052	16.770754	17.09033
kfl00002_0460	15.215155	16.984407	19.795601	13.720242	13.764287	12.79804
kfl00002_0470	11.708673	11.74637	12.198915	9.946898	10.894935	9.345195
kfl00002_0480	24.340998	21.927837	24.422667	20.883018	22.095318	19.908072
kfl00002_0490	29.527962	28.280966	32.088413	25.63191	27.0126	24.512033
kfl00002_0500	68.029167	66.288628	60.151119	101.091904	92.383011	98.032448
kfl00002_0510	11.289224	12.609373	11.537804	12.576974	13.839442	12.028791
kfl00002_0520	34.224606	31.790878	34.998272	30.462368	28.396828	23.992331
kfl00002_0530	146.76767	166.12532	178.194336	219.250214	245.912827	220.413284
kfl00002_0540	0.092905	0.053332	0.116951	0.093711	0.117489	0.217687
kfl00002_0560	15.849163	18.721264	16.880787	5.487689	5.767195	5.764395
kfl00002_0570	40.889492	39.745003	36.489452	25.999435	23.746862	21.497587
kfl00002_0580	37.471592	31.50774	31.791836	23.720009	22.986048	18.922333
kfl00002_0590	0.233521	0.16914	0.049515	0	0	0.151028
kfl00002_0595	6.113443	6.115604	5.892531	6.628375	6.526514	7.195574
kfl00002_0600	0	0	0	0	0	0
kfl00002_0605	0	0	0	0	0	0
kfl00002_0610	3.475055	4.665505	5.750208	10.52986	11.915967	12.094856
kfl00002_0620	24.799128	24.451462	23.890644	33.603554	38.307373	28.784449
kfl00002_0630	10.093486	8.700774	8.963212	9.785429	11.214991	10.713428
kfl00002_0640	6.314742	4.937214	5.514979	4.92326	3.551332	4.191647
kfl00002_0650	27.883232	24.270435	21.65102	19.66431	15.787584	17.23312
kfl00002_0660	0	0	0	0	0	0
kfl00002_0670	17.563461	17.002449	20.553667	14.497342	12.893479	17.252934
kfl00002_0680	45.013229	51.167267	47.655163	46.989002	49.632599	51.463814
kfl00002_0690	19.113722	19.118204	20.934122	14.693517	17.219721	13.252958
kfl00002_0700	22.493793	24.463194	23.020309	23.270298	21.356279	22.511118
kfl00002_0710	35.498028	34.468662	40.770748	51.841827	42.48621	46.738735
kfl00002_0720	6.258307	7.53679	7.581073	4.834313	6.68934	6.996763
kfl00002_0730	6.598818	5.546404	5.676231	5.966144	4.942347	6.700978
kfl00002_0740	1.213098	1.024796	0.98467	0.698197	0.837229	0.712481
kfl00002_0750	0	0	0	0	0	0
kfl00002_0760	0	0	0	0	0	0
kfl00002_0770	0	0	0	0	0	0
kfl00002_0780	0	0	0	0.172885	0	0
kfl00002_0790	0	0	0	0	0	0
kfl00002_0800	3.110327	1.81688	1.959071	1.741766	2.653293	1.518288
kfl00002_g1	0.293571	0.196529	0.332649	0.09789	0.195398	0.393069
kfl00002_g17	0.038105	0.005184	0	0.051209	0	0
kfl00002_g30	0	0	0	0	0	0
kfl00002_g34	28.288294	21.026812	20.709328	29.215391	35.130642	30.859388
kfl00002_g40	0	0	0	0	0	0
kfl00002_g82	0	0	0	0	0	0
kfl00003_0010	0	0	0	0	0	0
kfl00003_0020	0	0	0	0	0	0
kfl00003_0030	11.05971	11.382868	11.867018	8.77867	7.731164	8.701188
kfl00003_0040	145.254074	153.173553	154.798615	139.858627	134.377121	143.147263
kfl00003_0050	12.573316	14.331088	12.355674	9.781847	10.042362	9.947587
kfl00003_0055	8.936804	10.520137	10.822243	8.353716	8.053792	8.864085
kfl00003_0060	3.120811	4.253661	3.392483	3.05314	2.207436	4.189672
kfl00003_0070	72.388298	75.498665	76.457489	75.243927	77.737274	72.593742
kfl00003_0080	17.971445	19.0728	17.929985	22.248207	22.935467	22.943893
kfl00003_0090	6.901527	7.899855	6.622345	3.14426	2.806764	3.083094
kfl00003_0095	10.717979	11.807528	11.567887	4.74881	6.501158	4.640762
kfl00003_0100	12.60611	10.961887	10.933278	21.898211	21.116854	23.581375
kfl00003_0110	32.674294	33.283886	36.445282	41.79705	52.275414	51.741653
kfl00003_0120	0	0	0	0	0	0
kfl00003_0130	14.762085	13.911241	14.518581	9.380142	11.084857	10.445529
kfl00003_0140	17.266077	17.139759	21.133205	13.517012	13.056226	13.677753
kfl00003_0150	20.970181	23.92486	23.952953	22.619059	21.491148	26.51321
kfl00003_0160	11.568605	12.380425	12.767249	12.110744	11.495121	12.303762
kfl00003_0170	24.094574	27.870138	28.340418	22.5781	21.068153	26.706614
kfl00003_0180	10.750328	13.122223	13.283429	19.521776	20.899082	22.856516
kfl00003_0190	0	0	0	0	0	0
kfl00003_0200	16.190639	16.304325	17.066616	16.930733	16.908489	17.286737
kfl00003_0210	29.569151	28.771774	25.864202	18.606482	15.925431	17.686728
kfl00003_0220	0	0	0	0	0	0
kfl00003_0230	0	0	0	0	0	0
kfl00003_0240	22.945652	19.69112	19.319931	24.319077	24.731224	21.129316
kfl00003_0250	24.96254	22.275442	21.112389	16.952621	17.246933	18.130051
kfl00003_0260	43.098095	46.918655	49.198143	46.312778	46.241711	48.618958
kfl00003_0270	19.983688	21.360319	19.502542	26.814693	26.045891	28.829493
kfl00003_0280	25.691895	30.383709	34.363991	15.921084	13.53225	13.325194
kfl00003_0290	124.488052	107.974174	111.494743	104.72654	105.134827	109.56179
kfl00003_0300	19.223783	19.785698	18.613361	18.295914	16.843939	15.821119
kfl00003_0310	21.902767	22.683561	22.741808	14.827282	14.992067	14.805664
kfl00003_0320	8.651478	7.241762	6.951641	8.06282	7.739954	8.3178
kfl00003_0330	17.0949265454545	18.8827350826446	18.9839727520661	12.6755210413223	13.6331763636364	11.3188711239669
kfl00003_0340	19.315367	14.957215	15.584753	12.755935	13.18014	12.690169
kfl00003_0350	13.462419	11.754748	11.556666	12.205058	8.178452	8.877774
kfl00003_0360	25.50856	22.519661	23.969473	30.986256	34.69733	34.150982
kfl00003_0370	9.329756	8.781629	8.530733	9.612613	10.736335	9.321313
kfl00003_0380	16.921728	13.004272	12.861422	27.258841	27.553768	31.834908
kfl00003_0390	0.113158	0.178551	0.155334	0.560549	0.209865	0.146807
kfl00003_0400	0	0	0	0	0	0
kfl00003_0410	5.827546	2.769906	4.019676	3.536357	4.378096	2.596015
kfl00003_0420	0	0	0	0	0	0
kfl00003_0430	12.41558	10.909194	11.055194	10.826923	11.586744	11.146819
kfl00003_0440	7.739616	5.289213	8.186531	3.942869	6.581679	4.529438
kfl00003_0450	0	0	0	0	0	0
kfl00003_0455	0	0	0	0	0	0
kfl00003_0460	8.184376	7.690342	7.586133	7.310967	8.282117	7.947273
kfl00003_0470	53.259323	56.869415	56.606728	50.023548	45.797382	43.757153
kfl00003_0480	37.208458	37.554996	36.738869	39.622952	30.374977	35.243656
kfl00003_0490	11.052588	10.648571	11.920482	9.714854	9.091632	10.271311
kfl00003_0500	0	0	0	0	0	0
kfl00003_0510	137.666199	112.139816	147.902771	164.075531	218.529556	167.412674
kfl00003_0520	0	0	0	0	0	0
kfl00003_0530	11.7832621342585	12.4127545887251	13.3351531843886	11.9876940152645	11.6664612353859	10.3629732686904
kfl00003_0540	49.169056	48.591133	47.989632	38.621471	33.034115	32.280731
kfl00003_0550	35.764721	29.98078	29.156343	17.62233	19.032204	15.228149
kfl00003_0560	6.325473	4.739942	4.241181	1.126414	0.776434	1.082591
kfl00003_0570	1.96186	2.394331	1.899155	0.69094	0.625552	1.155298
kfl00003_0580	1.571113	3.033384	1.676567	0.86234	0.682463	0.631567
kfl00003_0590	33.898041	28.303989	26.114668	12.335463	10.96493	10.957703
kfl00003_0600	5.940105	4.985309	5.44134	4.747357	5.717628	3.912238
kfl00003_0610	0	0	0	0	0	0
kfl00003_0620	0	0	0	0	0	0
kfl00003_0630	20.064398	18.314882	17.26277	19.350918	20.215858	17.017458
kfl00003_0640	31.733494	33.757576	32.049858	26.822664	26.488367	27.917706
kfl00003_0645	47.521496	47.459934	57.15596	55.124535	43.747585	52.965393
kfl00003_0650	28.014727	30.231735	28.31885	24.681116	29.35165	28.551779
kfl00003_0660	7.54672	8.403349	8.240574	3.489487	4.378594	4.641596
kfl00003_0680	16.664402	18.38489	17.444698	15.654892	16.844267	15.365156
kfl00003_0690	7.172428	5.897488	5.435266	3.515418	4.530034	3.943597
kfl00003_0700	171.676575	160.041367	157.864304	140.196701	132.582382	117.22123
kfl00003_0710	9.999452	7.818171	8.338647	13.495368	15.385736	12.419217
kfl00003_0720	24.734673	22.403053	25.954967	40.511898	41.463066	34.466068
kfl00003_0730	75.511414	68.966751	66.181793	74.220924	63.641037	61.482063
kfl00003_0740	14.783821	12.297783	14.292085	29.655151	31.006184	25.650406
kfl00003_0750	101.90744	117.889832	122.804642	93.795158	92.919075	105.174332
kfl00003_0760	9.58569	9.91876	10.135779	6.610179	6.924979	6.714891
kfl00003_0770	19.563612	20.16931	24.541191	15.828128	16.049814	17.298502
kfl00003_g25	0	0	0	0	0	0
kfl00004_0010	0	0	0	0	0	0
kfl00004_0020	14.000132	15.750814	16.166828	15.68787	16.503237	17.24436
kfl00004_0030	71.103767	70.445679	71.291588	65.376175	54.000244	58.671852
kfl00004_0040	15.346527	14.683514	14.559577	15.976237	15.693935	15.387269
kfl00004_0060	70.678825	66.97081	69.520302	97.753578	93.102982	98.070984
kfl00004_0070	1.286019	1.332024	1.41487	0.914056	0.802415	0.687596
kfl00004_0080	0	0	0	0	0	0
kfl00004_0090	0	0	0	0	0	0
kfl00004_0100	0	0	0	0	0	0
kfl00004_0110	0	0	0	0	0	0
kfl00004_0120	0	0	0	0	0	0
kfl00004_0130	44.013859	48.186012	52.8713	90.736633	109.304672	106.09269
kfl00004_0150	0.387299	0	0	0	0	0
kfl00004_0160	6.47741	5.904479	6.167375	3.556921	4.780854	3.264096
kfl00004_0170	10.672711	12.2491	11.626415	7.491655	7.176491	7.0866
kfl00004_0180	0	0	0	0	0	0
kfl00004_0190	0	0.034874	0	0	0	0
kfl00004_0200	12.2925	9.970147	9.35629	11.621622	11.205944	12.580353
kfl00004_0210	16.03804	16.018909	15.965018	10.732878	9.043457	12.916769
kfl00004_0220	6.57291	7.213548	7.546855	4.349414	3.051147	4.270938
kfl00004_0230	14.539411	14.595258	13.535885	13.716692	13.112218	14.934453
kfl00004_0240	0	0	0	0	0	0
kfl00004_0250	3.676141	3.277637	2.708183	2.722384	2.710403	3.354593
kfl00004_0260	9.315796	9.049504	8.420026	7.785467	7.821075	8.24712
kfl00004_0270	322.927856	311.430054	309.185364	201.646835	185.013321	185.67041
kfl00004_0280	18.264801	17.882582	16.253044	12.884032	13.725028	10.508083
kfl00004_0290	14.561631	14.137289	14.117996	14.504616	16.493118	15.987891
kfl00004_0300	57.676884	63.297462	58.258118	49.759285	47.611286	39.842621
kfl00004_0310	29.27458	28.313871	31.947956	41.993385	35.961468	41.558743
kfl00004_0320	54.395306	59.935394	61.681408	52.579605	47.044571	49.28981
kfl00004_0330	40.325596	40.586517	40.738148	29.102823	30.007065	26.987705
kfl00004_0340	4.035058	4.122558	4.028337	1.767503	2.248051	1.980585
kfl00004_0343	0	0	0	0	0	0
kfl00004_0346	0	0	0	0	0	0
kfl00004_0350	0	0	0	0	0	0
kfl00004_0360	0	0	0	0	0	0
kfl00004_0370	9.266925	8.3402	9.237271	19.241062	21.440882	22.473507
kfl00004_0380	10.206769	9.585938	9.633771	7.399292	7.824101	7.726086
kfl00004_0385	2.326956	2.742202	2.914053	4.277499	3.505177	3.339887
kfl00004_0390	11.068536	10.991934	11.638864	11.520701	11.293171	11.249619
kfl00004_0410	26.145805	24.375591	24.918327	25.417845	21.644594	23.03627
kfl00004_0420	12.043387	11.919368	12.286433	19.276501	20.732185	19.005547
kfl00004_0430	22.417891	22.17234	19.815477	23.788654	24.239891	22.307659
kfl00004_0440	0	0.085279	0.337552	0.465506	0.464015	0.204443
kfl00004_0450	12.924767	12.379709	12.336336	12.091201	13.945153	13.132256
kfl00004_0460	0	0	0	0	0.05392	0.045767
kfl00004_0470	0	0	0	0	0	0
kfl00004_0480	0.035128	0.070549	0	0	0	0
kfl00004_0490	0	0	0	0	0	0
kfl00004_0500	19.131538	14.175822	16.333691	3.577024	3.611048	3.043961
kfl00004_0510	29.362761	29.560131	29.877085	13.673672	14.68375	17.042799
kfl00004_0520	9.36556	12.419352	11.317326	8.066934	8.884085	9.525077
kfl00004_0530	19.22940195683	19.8418802752247	19.0191762242056	20.1393527351563	22.25931606178	21.829775924674
kfl00004_0540	21.387821	25.495699	24.462114	29.867247	31.504391	31.838762
kfl00004_0550	42.676155	45.987003	43.220226	34.93869	37.223137	35.18594
kfl00004_0560	0	0	0	0	0	0
kfl00004_0570	0	0	0	0	0	0
kfl00004_0580	10.074614	9.974505	9.55045	8.048271	7.380667	8.221744
kfl00004_0600	8.015809	9.538546	8.155615	6.449512	8.196568	7.981573
kfl00004_0610	0	0	0	0.818177	0.599768	0.149877
kfl00004_0620	60.402985	63.98304	65.650604	61.393784	52.573692	53.035744
kfl00004_0630	45.84959	48.225651	48.14275	43.584328	40.517113	41.67659
kfl00004_g11	140.241226	136.672409	134.253586	133.197708	143.952286	148.962021
kfl00004_g60	15.38208	13.240756	11.612841	11.781905	12.957869	13.436246
kfl00005_0010	0	0	0	0	0	0
kfl00005_0020	3.541785	3.970793	3.209702	2.792178	2.81084	3.330991
kfl00005_0030	8.898885	8.195356	7.838397	9.634952	9.586761	9.522796
kfl00005_0040	19.314281	21.41704	18.578718	10.076088	9.504893	10.845682
kfl00005_0050	69.52021	67.653893	66.425728	48.908173	57.374706	54.081829
kfl00005_0060	26.43247	26.429445	27.328102	29.518593	26.034933	22.39562
kfl00005_0070	33.439327	35.774006	39.573154	39.165211	40.639038	42.667957
kfl00005_0080	0	0	0	0	0	0
kfl00005_0090	54.260582	57.580006	61.188633	60.839443	54.891083	60.525253
kfl00005_0100	13.32232	13.988259	13.570303	9.348305	9.752002	10.374314
kfl00005_0110	9.364702	9.635913	8.323193	8.906454	8.824477	8.799895
kfl00005_0120	29.705969	38.777416	37.620251	25.047365	23.528284	22.52891
kfl00005_0130	0	0.12714	0.184068	0	0.160408	0
kfl00005_0140	0	0	0	0	0	0
kfl00005_0150	45.965992	33.815311	37.855667	27.811705	37.028328	34.412979
kfl00005_0160	8.59224	8.971473	8.737725	8.366026	6.654211	7.587204
kfl00005_0170	0	0	0	0	0	0
kfl00005_0180	20.794888	20.757912	19.421345	19.220444	22.512564	24.28466
kfl00005_0190	24.694971	27.795244	23.410444	26.535309	22.954643	28.099598
kfl00005_0200	3.572007	2.789051	3.322427	3.21312	3.217742	3.043709
kfl00005_0210	12.347479	8.542153	8.246134	14.428268	14.61125	16.91227
kfl00005_0220	14.374245	16.948351	15.106955	15.980779	15.678482	18.489929
kfl00005_0230	5.575998	5.694959	4.945544	4.817513	4.111202	4.955592
kfl00005_0240	3.709843	3.449803	3.547792	1.663792	1.264432	1.539434
kfl00005_0250	0	0	0	0.020446	0	0
kfl00005_0260	0	0	0	0	0	0
kfl00005_0270	0	0	0	0	0	0.219987
kfl00005_0280	0	0	0	0	0	0
kfl00005_0290	41.089748	34.782394	35.151577	25.17877	23.166777	21.428003
kfl00005_0300	83.642982	92.787415	99.635216	78.202728	73.707008	84.192589
kfl00005_0310	40.132938	40.467857	38.121449	38.564163	41.402576	34.515327
kfl00005_0320	0	0	0	0	0	0
kfl00005_0330	45.230206	38.864368	44.379776	18.646833	18.946331	12.789293
kfl00005_0340	10.532024	11.297523	12.043784	15.218109	18.84502	14.109353
kfl00005_0350	0.038246	0	0	0.076518	0.018901	0.038406
kfl00005_0360	19.580029	18.509632	19.165039	17.079273	15.323086	14.33671
kfl00005_0370	0	0	0	0	0	0
kfl00005_0380	14.643274	17.267597	15.085617	17.696325	19.613085	17.45393
kfl00005_0390	23.798292	23.682362	21.13986	20.286356	21.549929	20.339554
kfl00005_0400	48.554237	48.432487	57.565437	53.226021	60.191051	59.070225
kfl00005_0410	0.008548	0.008616	0.004168	0.003978	0.00408	0.012407
kfl00005_0420	106.172325	114.853081	114.507713	98.601318	99.099564	87.233345
kfl00005_0430	17.456022	20.599594	21.79191	18.266951	18.349617	19.783817
kfl00005_0440	26.087954	31.353025	32.241131	32.148045	31.900797	29.36064
kfl00005_0450	18.686008	19.155312	19.767855	19.763695	18.296181	15.048245
kfl00005_0460	0.242594	0.213014	0	0.133016	0	0.054707
kfl00005_0465	0	0	0.209749	0.08455	0	0
kfl00005_0470	0	0	0	0	0	0
kfl00005_0480	90.307289	83.151794	80.13475	72.668762	69.125916	70.638634
kfl00005_0490	68.37175	63.302124	68.607971	54.72266	55.417469	56.254326
kfl00005_0500	33.263348	31.423748	32.308693	26.978434	28.103016	26.033754
kfl00005_0510	130.395691	114.161964	129.576599	29.879444	30.928833	25.141645
kfl00005_0520	79.07756	71.418793	79.548492	46.729774	51.829662	46.882137
kfl00005_0530	0	0	0	0.170745	0	0.117156
kfl00005_0540	0	0	0	0	0	0
kfl00005_0550	0.632698	0.757266	0.704355	1.480041	1.043481	2.260869
kfl00005_0560	9.956326	10.41352	13.518805	9.62825	10.24558	10.378668
kfl00005_0570	18.554472	19.643311	19.455482	18.859444	18.702894	20.335737
kfl00005_0580	2.989802	3.488512	2.529681	1.15074	0.977475	0.425003
kfl00005_0590	9.915331	11.030774	10.745342	9.761487	11.53473	11.527933
kfl00005_0600	10.883733	7.869545	7.756664	14.473017	16.373531	13.816595
kfl00005_0610	284.046753	143.201691	144.201492	134.804321	152.870117	129.818344
kfl00005_0620	30.877945	31.313694	32.417442	28.045595	30.072292	28.814014
kfl00005_0630	6.698399	6.572247	7.563794	1.709622	2.852566	3.037643
kfl00005_0640	0	0	0	0	0	0
kfl00005_0650	32.117104	33.685257	31.862883	22.649614	23.951778	24.398134
kfl00005_0660	80.895561	86.668266	90.455811	98.514679	99.327698	101.254448
kfl00005_0670	36.056759	22.665859	29.064528	16.103968	19.494486	13.946718
kfl00005_0680	1.782447	3.082139	3.6725	4.669963	3.644953	4.055497
kfl00005_0690	3.69180268664447	3.70443874953755	4.6645875527192	5.52930112800592	5.81346138919719	4.97173521901591
