LL_1	LL_2	HL_1	HL_2
kfl00072_0030	7.70316355472553	7.62295265315316	7.12685133271329	7.13671843058258
kfl00072_0040	5.94824469694893	6.1386897932892	5.50618365331363	5.49855654628387
kfl00072_0050	0	0	0	0
kfl00072_0060	1.48229542065203	1.68993415883593	0	0
kfl00072_0070	2.88729207049563	3.39748727246066	3.18457482560384	3.41551463161606
kfl00072_0080	3.06102980072682	3.88801886377404	3.7585028492737	3.10764669790853
kfl00072_0090	3.41246027296331	2.99024084492916	3.81984794893372	3.97996109038448
kfl00072_0100	2.19041584730987	1.97264118589521	3.08066292427444	3.23656621175004
kfl00072_0110	3.91117048472364	4.26496490033731	3.48424451279065	3.17331329589188
kfl00072_0120	3.49782417820659	3.63187283326897	3.85387814528117	3.70120248098784
kfl00072_0130	0	0	0	0
kfl00072_0140	0	0	0	0
kfl00072_0150	3.44644485411323	3.30582852241236	2.30843968219659	2.49718553299094
kfl00072_0160	4.41787183217962	4.93131503262607	4.22991253901242	4.27521781893323
kfl00072_0170	3.64957798857749	3.47094816749466	1.3519177264234	1.65165187386873
kfl00072_0180	0	0	0	0
kfl00072_0190	3.35352998749911	3.16071342362176	3.21323455574337	3.16401465845826
kfl00072_0200	3.788702697146	4.06816892984672	5.76481810681306	5.85658552916141
kfl00072_0210	4.51404302725295	4.57998577986762	4.85203147847768	4.58839436894688
kfl00072_0220	5.52801997331283	5.71144225129552	5.99830043950355	6.19470435518078
kfl00072_0230	2.98366412883214	2.50789973584796	2.6997886468121	2.11583685308166
kfl00072_0240	7.41342051722131	7.41857835828674	7.76703876797618	7.80605727626498
kfl00072_0250	6.76279676790962	6.88677877624018	6.75606575185995	6.69804615526409
kfl00072_0260	5.59989746888471	5.47178447861245	5.65688639401264	5.76045796173845
kfl00072_0270	6.97379067768674	6.92236342791566	7.14005731136632	7.11837433830513
kfl00072_0280	7.55285037816522	7.56073144990216	7.55541524042399	7.51917283908537
kfl00072_0290	5.26697972068722	5.07029763753574	5.57027886826961	5.46375141206702
kfl00072_0300	6.2223423861915	6.2438545261057	5.91106467279745	6.02899254584494
kfl00072_0310	0	0	0	0
kfl00072_0320	4.25841148151285	4.11605899315622	3.52473945334366	3.95490069572377
kfl00072_g5	0	0	0	0
kfl00073_0010	0	0	0	0
kfl00073_0020	0	0	0	0
kfl00073_0030	0	0	0	0
kfl00073_0040	0	0	1.70199664123853	0.584855447212624
kfl00073_0050	3.1685264421647	3.7597359080846	3.68032181476109	3.67388699438273
kfl00073_0060	4.87472794899687	4.9189540335281	3.3170582707757	3.49612715247215
kfl00073_0070	2.80953438451181	2.09580160776367	3.15151092343038	3.43319561104114
kfl00073_0080	4.13928937113798	3.82361838722485	4.51816853610496	4.43388845095381
kfl00073_0090	7.05696409460224	6.94716636116793	6.42912843850211	6.36811201242126
kfl00073_0100	6.22164925035492	6.15876366669737	6.64388628221834	6.61308808256867
kfl00073_0110	3.53353294508966	2.8872946393328	3.61338728089921	3.54957943331017
kfl00073_0120	3.5436692114107	3.27527452716564	1.98372717704705	1.96977148331624
kfl00073_0130	0	0	0	0
kfl00073_0140	3.85086335719226	3.69973102137233	1.69131171815449	1.17033579608665
kfl00073_0150	0.705169627935763	0.851201058372305	0	0
kfl00073_0160	5.74539465302825	5.78669767901073	5.76050152796757	5.73234960740794
kfl00073_0170	3.67210532944663	3.97650748229253	3.88687348252081	3.83148001891995
kfl00073_0180	4.39785708894681	4.14692237699673	1.20958484635582	1.6199191669046
kfl00073_0190	4.08800525721126	4.16966744375876	4.46604410021675	4.1590452461692
kfl00073_0200	6.59362881505139	6.59171694877601	6.06127851183655	6.10788943843338
kfl00073_0210	0	0	0	0
kfl00073_0220	4.32341019598822	4.1871512537056	4.39705015125582	4.35116271113455
kfl00073_0230	0	0	0	0
kfl00073_0240	2.70467436392032	2.58319963115412	2.48294451630466	2.29863973278634
kfl00073_0250	4.94233574608696	4.95144372785293	3.81242039044754	3.7640525529832
kfl00073_0260	1.94113549253508	1.82982506776215	0	0.818842401268001
kfl00073_0270	0	0	0	0
kfl00073_0280	0	0	0	0
kfl00073_0290	0	0	0	0
kfl00073_0300	3.46295014104487	3.10563596065104	2.83872648888277	2.83115657182228
kfl00073_0310	5.45341833526778	5.51287285100392	6.28630562081922	6.36062954309944
kfl00073_0320	0	0	0	0
kfl00073_0330	0	0	0	0
kfl00073_0340	0	0	0	0
kfl00074_0010	0	0	0	0
kfl00074_0020	3.68938638478907	3.31094063573285	2.97150763473761	2.72484064198122
kfl00074_0030	0	0	0	0
kfl00074_0040	2.29966013383075	2.09089577405416	1.27590375476332	1.16181288473978
kfl00074_0050	0.254643460741543	0	0.243393342038714	0.263114971001272
kfl00074_0060	4.05559481026288	4.11417612450251	4.84317427103096	4.9017124140007
kfl00074_0070	5.22653505041977	5.12137645306443	5.04696227468551	5.09056551061818
kfl00074_0080	5.99797170421187	5.84529657367104	5.54743191516316	5.52261438846051
kfl00074_0090	5.64619089375288	5.56777894440916	6.94255983900234	6.98590177327687
kfl00074_0100	5.24432002677898	5.45171454804417	5.53492927337351	5.64303448224496
kfl00074_0110	4.04820552471501	4.10858581562193	4.37420973680876	4.34755001725769
kfl00074_0120	3.30530087305711	3.60882245987596	4.68512621610399	4.71127644431156
kfl00074_0130	5.03443392405069	5.19084267034264	5.10891837315401	5.25825242371655
kfl00074_0140	6.73885523951343	6.8592577855849	6.21858232992531	6.11075340172581
kfl00074_0150	7.68414653799394	7.73931245193316	7.55523726451654	7.44685135435177
kfl00074_0160	5.58113597040545	5.76442977669146	4.60787107611138	4.65262708561827
kfl00074_0170	1.49662818123429	0.996906809261861	2.33813652922456	2.45997868444061
kfl00074_0180	3.70160936644927	3.23556668890806	3.65980285041166	4.17538935016892
kfl00074_0190	5.11193160579341	5.13553473823052	4.94347343871332	5.34076410083048
kfl00074_0200	5.16548109457952	5.48998849969444	4.36898040184504	4.40434014261124
kfl00074_0210	4.23921597295718	3.81864312543152	2.95942630592557	3.51319780493297
kfl00074_0220	3.38329645238214	2.75545025217983	2.64979089476344	2.47234778196217
kfl00074_0230	5.73936319188593	5.42151419950535	5.18422106668016	5.32612021416482
kfl00074_0240	5.70875563696077	5.56125963904193	5.39239554286103	5.23575888984787
kfl00074_0250	2.11212293433089	2.20253649225023	2.91384443102256	2.84529626650573
kfl00074_0260	0	0	0	0
kfl00074_0280	0	0	0	0
kfl00074_0290	2.09920555754691	1.84289834604485	0.658241280254949	1.19145570785161
kfl00074_0300	7.15087823055594	6.89766170097394	6.85509334886883	6.88293075366949
kfl00074_0310	7.81263311916769	7.83263608141365	7.97842083213761	7.90295802395288
kfl00074_0320	6.4241111779184	6.65251977888579	6.73924680078717	6.99856089304884
kfl00075_0010	3.49084619218939	3.79959119438879	3.08019110991827	3.04467618059844
kfl00075_0020	2.60521897566335	2.8734701902477	2.5341746362026	2.66383191417191
kfl00075_0030	0	0	0	0
kfl00075_0040	2.25708843712387	2.63265064025283	2.70387620429474	2.44686519493264
kfl00075_0050	2.52719507913422	2.23658018227527	4.02013175715934	4.06612830279205
kfl00075_0060	5.44057585813284	5.4592459195362	6.41459741854114	6.41286899119723
kfl00075_0070	0	0	0	0
kfl00075_0080	3.37245809405188	3.13551215606179	2.42293747164558	2.39274240797757
kfl00075_0090	5.87196081237031	5.78289133049437	5.76422377676116	5.69045265678735
kfl00075_0100	0	0	0	0
kfl00075_0110	0	0	0	0
kfl00075_0120	0	0	0	0
kfl00075_0130	0	0	0	0
kfl00075_0135	0	0	0	0
kfl00075_0140	3.61279450116522	3.30742602138498	3.19884181970352	2.78152093791312
kfl00075_0150	0	0	0	0
kfl00075_0160	6.64489291131352	6.48258376184435	6.56493898148975	6.5106761611812
kfl00075_0170	4.22480032338865	4.07760582533819	4.45534135469076	4.52761149944407
kfl00075_0180	0	0	0	0
kfl00075_0190	2.4210070912244	1.82159300410487	2.28144440179485	1.77308193198757
kfl00075_0200	0	0	0	0
kfl00075_0210	0	0	0	0
kfl00075_0220	3.35909781456786	2.88188725508629	3.13862230482354	3.08015541401103
kfl00075_0230	0.133183342116925	2.49037264978828	1.41646590614123	1.20690869646162
kfl00075_0240	4.81475643318583	4.9168338486708	3.97886991992458	4.24031697205992
kfl00075_0250	0	0	0	0
kfl00075_0260	8.48767128019218	8.50348964828691	8.073630422365	7.79641530326072
kfl00075_0270	4.56353897131535	4.44898849500215	4.28743998999735	4.18125042680961
kfl00075_0280	4.08573238501856	4.11398985678015	4.32778247792067	4.18077971431716
kfl00075_0290	4.08272234189299	4.04248363435718	4.46366625808968	4.58120129254813
kfl00075_0300	4.26953260827998	3.89096679904034	4.48852133567568	4.70161125446209
kfl00075_0310	4.94583487329793	4.85799332433123	1.86241455368966	1.66616025658072
kfl00075_0320	2.10117344324424	2.4519359933775	0	0
kfl00075_0330	2.36895637992327	1.50842562786212	3.23752484207011	3.1124691477702
kfl00075_0340	1.62726213383808	1.33235699670123	1.70093085116561	0.96215872114785
kfl00075_0350	1.72462092243426	1.9794927904113	1.26724141352346	1.88374974453636
kfl00075_0352	0	0	0	0
kfl00075_0354	2.46287416125697	0	0.673460509387683	2.12543691148835
kfl00075_0360	0	0	0	0
kfl00075_g20	2.89846965995779	2.81074875622511	2.60536650167257	1.26989855226265
kfl00075_g40	2.33594360794545	2.01747425270492	1.56920556715981	1.88555072710983
kfl00076_0010	0	0	0	0
kfl00076_0015	0	0	0	0
kfl00076_0020	4.00600920696288	3.85250897006014	3.59292141729747	3.87971893032249
kfl00076_0030	4.01118474372812	3.09510750941581	3.64695164739686	3.96255509684151
kfl00076_0040	5.69283723000379	5.77176063498966	6.03196367664629	5.79752458618083
kfl00076_0050	3.16400350874985	3.45110103627606	2.15520267237704	2.76616893242244
kfl00076_0060	5.7399400077605	5.44976426898976	7.42216796605127	7.49888374985866
kfl00076_0070	0	0	0	0
kfl00076_0080	4.22457363503951	4.45438110777553	3.3994870058687	3.8542298985565
kfl00076_0090	5.54915953184152	5.64200288197181	5.17629724244769	5.41547896138686
kfl00076_0100	3.52520791261962	3.27585945472819	0	0
kfl00076_0110	3.6167949762393	2.87806223525721	0	1.78412270740537
kfl00076_0120	2.35206916547948	2.7323105716036	2.30526503102248	1.87611738270549
kfl00076_0130	2.13011315009849	2.55567835628198	2.58791295336258	2.84856100627574
kfl00076_0140	5.3596281864499	5.53836909767279	4.61429515170282	4.49877931841802
kfl00076_0150	6.19693952081646	6.45551854103889	7.95191024745331	7.91425987215993
kfl00076_0160	0	0	0	0
kfl00076_0170	0	0	0	0
kfl00076_0180	7.23126457383646	7.21503285924914	8.79349652569553	8.69133121340103
kfl00076_0190	4.28132576078002	4.37820838987666	3.97010866189782	3.77773308583461
kfl00076_0200	3.6694864046242	3.3991550511756	2.5606294121733	2.94187662805131
kfl00076_0210	0	0	0	0
kfl00076_0220	4.27201127078169	4.31819968712547	3.40701374824448	3.51217582463477
kfl00076_0230	0	0	0	0
kfl00076_0240	0	0	0	0
kfl00076_0250	3.22826993306127	3.28193825789852	3.10691447531293	3.07081745243471
kfl00076_0260	2.0125140262194	1.95774574041371	1.39513595039579	1.63375018487685
kfl00076_0270	1.73465327908464	2.15777684809528	0.633038155776004	0.809025165192579
kfl00076_0280	4.50866096077954	3.82673158989921	4.90324633634289	5.1399486478368
kfl00076_0290	3.97399902150295	3.77829789499075	4.3427788927668	4.43477569505501
kfl00076_0300	6.17942932631268	6.23120338208122	6.57589042039131	6.43341417912674
kfl00076_0310	3.65718917133914	3.0805006505652	3.46637502738424	3.60135312602409
kfl00076_0320	0	0	0	2.29659907546497
kfl00076_0330	3.50703811022162	3.76500098561569	2.85437469994673	3.2894915654567
kfl00076_0340	2.41294174566463	2.26464952655303	3.04019612698007	2.58801231590259
kfl00076_0350	0	0.363618437693271	0.783354416067536	1.50248716264333
kfl00077_0010	3.07572346164919	2.85514942699863	2.40602777158327	2.01334935284523
kfl00077_0020	2.93642619949257	2.54985037481927	3.03018170200592	2.63223234733877
kfl00077_0030	0	0	0	0
kfl00077_0040	2.99150354789862	2.26113499847485	3.80497673946977	3.40675985611459
kfl00077_0045	2.45013325190202	2.5002874275054	2.31088601641491	2.23062762849018
kfl00077_0050	4.24429548340121	4.97690688772202	3.65571893294214	2.50286568884078
kfl00077_0060	1.80235415280117	1.48151474900816	2.23098739183767	2.37058212837992
kfl00077_0070	4.13260050371422	4.08129733927975	3.98144070664996	4.21073294981292
kfl00077_0080	1.88355017704665	1.90696430825188	2.36926421471391	2.47729083892138
kfl00077_0090	0	0	0	0
kfl00077_0100	4.71452816681645	4.4404802159537	4.40943661476448	4.14109046566095
kfl00077_0110	4.14942434852056	4.22062995179183	3.92011598288505	4.20037031684916
kfl00077_0120	4.90962370277488	4.7884817247017	5.40693317165145	5.46369135898836
kfl00077_0130	10.8285322038444	10.9841329345676	10.9095142867609	10.7289707328414
kfl00077_0140	4.14342115021675	4.22518884825454	4.9524620441853	5.10518855546609
kfl00077_0150	3.19862060037772	3.12493728938894	3.95617255269838	3.82035530848058
kfl00077_0160	0	0	0	0
kfl00077_0170	0	0	0	0
kfl00077_0180	2.24750783746767	1.63618334218006	0.710848854319514	1.16135422662715
kfl00077_0190	2.8003537835448	2.40855594779772	3.56878060201698	3.65157593085953
kfl00077_0200	4.22750106060813	4.678413472689	4.43825218979793	3.9827781405113
kfl00077_0210	3.62301712019188	4.31988572634535	4.42195773732903	4.65210519472991
kfl00077_0220	1.22842722520685	2.07534050157007	0	0
kfl00077_0230	6.58103879335132	6.76389657267185	6.77226837512109	6.80258417324228
kfl00077_0240	2.70054412701047	2.90995203963256	3.90582388254091	3.71431961593646
kfl00077_0250	0.954567090211286	0.399889339839643	0.589494830943241	0.47253088337314
kfl00077_0260	0	0	0	0
kfl00077_0270	1.11364152919927	0.468359291514284	0.642068350053895	0
kfl00077_0280	3.0045642037981	3.49554257123561	2.25523912543729	2.16668673909631
kfl00077_0290	5.78931788714075	5.97744555245825	5.82402426955182	5.63158681433643
kfl00077_0300	4.1616096450589	3.74416896512604	3.41321032332609	3.38640296982471
kfl00078_0010	2.19865961519162	3.31929901707065	3.45024409413676	2.83786773983528
kfl00078_0015	3.53015238366302	3.19015769629666	3.71741094229121	3.80350470131739
kfl00078_0020	5.08888425345605	4.14884776908207	4.55395134488391	4.35495944516999
kfl00078_0030	4.4082915061388	4.17298401572499	3.76449434396518	3.83437398823191
kfl00078_0040	1.3532161117473	0.742641249849337	4.14813283164927	4.28633107387358
kfl00078_0050	4.79067859667972	4.48994263803934	5.6321491621941	5.70096119173988
kfl00078_0060	4.53939959650574	4.81493489878391	5.88482851932621	5.99691732814434
kfl00078_0070	4.0605806013774	4.34799391751747	4.09973240716404	3.76762589078283
kfl00078_0080	2.71901731625126	2.85404135102106	1.47266289438496	0.999346601972561
kfl00078_0090	9.00515262045619	9.18809013410245	8.99116767161098	9.05103342336866
kfl00078_0100	4.23084285993137	4.18455308803576	3.83158233519777	3.56256556474133
kfl00078_0110	3.23946785372478	3.64758694077516	3.72373088034684	3.54977229953697
kfl00078_0120	0	0	0	0
kfl00078_0130	4.9614162776735	4.85446820311132	3.20993686328941	3.82133436808724
kfl00078_0140	5.31686274789229	5.57374763970099	4.47741704058163	4.25501231485736
kfl00078_0150	0	0	0	0
kfl00078_0160	0	0	0	0
kfl00078_0170	0	0	0	0
kfl00078_0180	0	0	0	0
kfl00078_0190	1.30592539162478	0.650681998991204	0	0
kfl00078_0200	0	0	0	0
kfl00078_0210	1.09673389486595	1.64886060660234	1.26697612866583	1.67981803064906
kfl00078_0220	0	0	0	0
kfl00078_0230	4.44255556284309	3.95215725553303	3.05146304623	2.82970665836879
kfl00078_0240	2.83045045158085	2.81588073123676	2.75163000172325	2.04712976049228
kfl00078_0250	3.73526538639708	3.83765254330583	2.34682507618401	2.14863636361691
kfl00078_0270	0	0	0	0
kfl00078_0280	2.20700784736968	1.9700526384988	2.26435441875848	2.41508251021178
kfl00078_0285	0	0	0	0
kfl00078_0290	4.82125043743557	4.82685506309504	6.02262406104722	6.14659022584598
kfl00078_0300	6.74561140300776	6.64924365046647	6.87840671398206	6.89028872382359
kfl00078_0310	2.37533027366614	1.98054965968522	2.32547263374592	3.06710508056278
kfl00078_0320	0.856898987224972	1.27014441165934	0.775473762568685	0.703392312735629
kfl00078_0330	0	0	0	0
kfl00078_0340	0	0	0	0
kfl00078_0350	4.83518395400537	4.39268864653394	6.01472936931565	5.97345075531259
kfl00078_0360	4.53013989855916	4.1095021272706	5.41878205071769	5.70221248641975
kfl00078_0370	2.37696356083126	2.34287931291687	3.78830464298462	3.53115993322676
kfl00078_g28	0	0	0	0
kfl00078_g29	0	0	0	0
kfl00078_g30	0.890913045665249	1.58683879273836	1.1053480548361	2.38576716960595
kfl00079_0010	4.31011466761712	4.43321565671646	3.84802914948478	4.07128751375342
kfl00079_0020	4.86470790372655	4.93792171170962	4.44272630016223	4.40296572373034
kfl00079_0030	2.51147328257994	3.40248218330572	3.46206780035635	3.32470559017865
kfl00079_0040	2.66992671440911	2.62439466403102	1.39213375151298	0
kfl00079_0050	3.86750059708431	3.30552557625165	4.81496081793622	4.94715671803524
kfl00079_0060	6.41017462209562	6.4207963995516	6.24615311944836	5.95531766649474
kfl00079_0070	2.6980935208197	2.84095383099352	3.52436177236892	3.85569483023114
kfl00079_0080	1.94962538313976	2.5497500242517	1.20097356189871	1.90021731374453
kfl00079_0090	3.82775170288733	3.76558679197641	3.4380362482904	3.65375710142126
kfl00079_0100	6.66386697987265	6.79620105949509	6.08862404261333	6.31329847500576
kfl00079_0110	4.19108012926539	4.47292053994951	4.77978224058179	4.59697994518377
kfl00079_0120	4.54773463724648	4.74490339548877	5.10790795824191	5.11918597823043
kfl00079_0130	4.2533220387258	4.8773323921635	4.04523485541317	3.88845600927435
kfl00079_0140	4.69749171862445	4.47363297412359	4.29545050796929	4.09419466368916
kfl00079_0150	6.93346497697803	7.28908550287559	6.85536079148108	6.84394064767101
kfl00079_0160	9.39129897711587	9.431134177763	9.71186793118264	9.67018960273928
kfl00079_0170	3.11532057149931	2.68676388074863	2.38991824759946	2.42732489607007
kfl00079_0180	6.47150601364055	6.52599225934691	5.21876621720112	5.4555036825799
kfl00079_0190	2.75218314742664	2.82434218382184	1.93712384169634	1.99846222036344
kfl00079_0200	0.439710079545541	0	0	0.496324237236092
kfl00079_0210	3.76019087742564	3.84580943899794	3.98109021074579	3.96629155249529
kfl00079_0220	4.42454214289182	4.70165459841531	4.33951090424979	4.24002310532747
kfl00079_0230	5.64741489627731	5.55449638394083	4.88676108584181	4.57195798333715
kfl00079_0240	8.77885544660506	8.67459991045648	8.86471849530794	8.96749256969579
kfl00079_0250	3.01247445674453	3.41930852110742	4.03396999870156	3.94047154785567
kfl00079_0260	4.4021687516389	4.73671926115578	3.88716975032671	3.98740546577607
kfl00079_0270	5.66009049348052	5.55270745772009	4.41166599521261	4.31014934216473
kfl00079_0280	4.16044928017386	4.48803339276734	4.13377094328872	3.19791877354522
kfl00079_0290	6.52157098116415	6.74888289527083	5.76275509979972	5.67380065468094
kfl00079_0300	4.66476283433092	4.86330188760391	4.71152356102828	4.66211687007561
kfl00079_0310	3.3041091104675	3.27418905312043	1.1171231274967	0.915122316433342
kfl00079_0320	4.96107952844188	5.08314368385832	5.99691571660253	5.81652375322825
kfl00079_0330	2.92556165596738	3.65088987041435	3.24648428208014	2.97623618960557
kfl00079_0340	3.30521691337491	3.29125956443615	2.62786493275602	3.00005422441055
kfl00079_0350	5.67555683766874	5.75243789350898	5.1141985908287	5.14319249210803
kfl00079_0360	5.91224013789669	5.50353994953432	4.53254806376792	4.12968338400988
kfl00079_0370	7.26461359438984	7.16411118895784	7.95944422772882	8.06622958352044
kfl00079_0380	7.50280213869851	7.58799024767663	8.16474029087773	8.0908356688464
kfl00079_0390	4.70327550815143	4.61878783244684	4.8610316970454	4.80391888362425
kfl00079_0400	7.77781892494353	7.96764740783481	8.12063825496994	7.9862081692007
kfl00079_0410	4.38148351523511	4.04917398812537	4.66989759896506	4.87549127622945
kfl00079_0420	3.2395720532139	3.40060592205888	3.96696860646651	3.91444851427419
kfl00079_0430	3.39246114651012	3.06787346719443	2.71418070366017	2.37419543502355
kfl00079_0440	5.95268916021944	6.11200376122789	8.11029702093664	8.20386859602211
kfl00079_0450	5.93954803959177	5.92138264039078	7.27967957614198	7.35416582552839
kfl00079_0460	6.53538634108305	6.28599231337699	5.71668336000852	5.83982721361875
kfl00080_0010	5.37044084075297	4.94849430956415	3.34220771656106	3.2583371944505
kfl00080_0020	4.13593367551752	4.50820827209752	4.6567911705631	4.28038419964562
kfl00080_0030	0	0	0	0
kfl00080_0040	3.18989123521525	3.37399099700595	3.11825413300087	3.2041407420177
kfl00080_0050	7.67545895577394	7.75516889983634	7.36513768256495	7.22526696731947
kfl00080_0060	5.61408601645169	5.61978616531824	4.55102823536595	4.68546834591473
kfl00080_0070	0	0	0	0
kfl00080_0080	6.89557257269054	6.98554604021138	6.3830512634626	6.11282328832582
kfl00080_0090	7.22822496969773	7.34654719863839	7.89008595444106	7.97785744493896
kfl00080_0100	2.24980719448072	2.01864350154291	1.85256812220862	1.59377341734532
kfl00080_0110	1.88127873884122	2.75209769435117	1.1534062980934	1.04597188199065
kfl00080_0115	4.1936574722696	4.22272324677185	2.89652953577913	2.97655072340099
kfl00080_0120	2.61142257503208	3.0985912654366	2.81953211921076	2.91377212090313
kfl00080_0130	3.36128081935568	3.37331990457571	1.93580224043065	2.8451264403732
kfl00080_0140	4.37566950283337	4.22142240722899	7.89520281501821	7.89689267746311
kfl00080_0150	0	0	0	0
kfl00080_0160	0	0	0	0
kfl00080_0170	5.00171554734993	5.0367764162822	5.30739716235002	5.15330628866191
kfl00080_0180	5.43555212491724	5.47101263884122	5.62590113780174	5.68602568475658
kfl00080_0190	2.39094593407229	3.39761276542507	0.470270749501466	0.485957651235958
kfl00080_0200	3.43680379305429	3.81482803998486	1.75465675704482	1.77939652374216
kfl00080_0210	2.08507725762997	2.32998247496002	3.13796372576949	3.37915339562366
kfl00080_0220	2.35031856545594	2.3241491077187	3.6142345578062	3.73346200130994
kfl00080_0230	3.66873562466041	3.88283448177267	3.4107370561936	2.6294364287427
kfl00080_0240	5.38259326684986	5.44765091339696	5.00801879662331	4.99218657210806
kfl00080_0250	4.52623702446644	4.24296920585134	4.06077872159782	4.46794253341446
kfl00080_0260	4.78064209034254	4.58546222804485	7.73220323581128	7.74238762620414
kfl00080_0270	3.0372822589565	3.00930374417683	2.28630399677154	2.74707270409719
kfl00080_0280	4.01739954349804	3.57640007910359	4.38641883532355	4.08370705738789
kfl00080_0290	3.44321724176075	3.95696816612177	3.52602229537003	3.09157993653737
kfl00080_0300	2.98680203325899	2.89107752117746	1.35632549776384	2.10488658637072
kfl00080_0310	0	0	0	0
kfl00080_0315	0	0	0	0
kfl00080_0320	1.49556189879483	1.45329106418814	1.19561516607805	1.16147547202423
kfl00080_0330	6.09633065764653	5.99886938962655	5.57846958535894	5.57816540380013
kfl00080_0340	0.584588750887512	0.950300122590185	0.394815576953443	0
kfl00080_0350	2.38769292693387	2.5434850297302	0.340901805758119	0.142578973033983
kfl00080_0360	0	0	0	0
kfl00080_g17	0	0	0	0
kfl00081_0010	0	0	0.00727419801090393	0
kfl00081_0020	4.66931562680281	5.19461697098777	4.91998266760786	5.07203712283918
kfl00081_0030	3.54565832368738	3.46539602046065	2.81690725216739	2.81355353704632
kfl00081_0040	3.21764742127168	3.49025780193645	3.45571877720122	3.33364473538674
kfl00081_0050	5.99621814676023	6.02353190389251	6.06891332897978	6.18443560703913
kfl00081_0060	0	0	0	0
kfl00081_0070	0	0	0	0
kfl00081_0080	3.93537551767299	4.38109902379637	3.19010950781211	2.98031100759082
kfl00081_0090	3.46505144791049	3.53362414453306	4.68532684843295	4.7135694527473
kfl00081_0100	2.86606411721456	3.04667655320209	2.1597912506897	2.56411958431517
kfl00081_0110	4.50386336918128	4.71743832560872	4.29762654434606	4.75100281114436
kfl00081_0120	3.46541225269046	3.19791391927896	2.28747112013766	2.29890490739225
kfl00081_0130	3.17729478808758	3.32792030587851	3.55307618550344	3.38183762980447
kfl00081_0140	1.55973275368104	1.60610846850106	1.51827479327519	2.00003937560596
kfl00081_0160	5.08169569625282	5.25385812974504	4.83737952232372	4.8515573429053
kfl00081_0170	2.10681142227328	2.35325005496063	2.95720052799526	3.15592844049057
kfl00081_0180	2.90731476596179	2.93643505853048	1.95137764671681	2.26280060962147
kfl00081_0190	4.34967177200341	4.27500288583714	4.23714974748989	4.20823912813222
kfl00081_0200	7.40689832759922	7.45442455600121	7.67893747664225	7.69811756155887
kfl00081_0210	0.983721666739142	0.861974134129005	1.0384787513784	1.3326069719143
kfl00081_0220	2.73426622745288	2.57130868587451	3.21335515326635	2.93989020639149
kfl00081_0225	6.37802748190313	6.58960490690345	5.82340121438362	5.79304959762209
kfl00081_0230	0	0	0	0
kfl00081_0240	1.92247361659894	2.04000771438239	2.6281556260627	2.57127086506769
kfl00081_0250	0.311733186562017	0.751728147317136	0.655703383028487	2.04705174308465
kfl00081_0260	3.04975932175842	2.46516255395935	4.10258287878667	4.1933366124449
kfl00081_0270	7.01188726273765	7.11872226565188	6.57054421069349	6.78293885297087
kfl00081_0280	2.27088526601921	1.75758703055197	1.71233635828528	1.68708449472496
kfl00081_0290	1.72042887763729	0.740725674447683	1.61385146257638	1.93559470663166
kfl00081_0300	5.46241282732846	5.6113992301544	5.81582351902988	6.04960322785815
kfl00081_0310	5.60354943557908	5.94829563070714	6.74342610415874	6.62578758725848
kfl00081_0320	4.54042642528179	4.27379969169972	4.04094252369216	4.20722243029436
kfl00081_0330	3.98497068413508	3.91005033928688	2.40431585200388	3.17424058951004
kfl00081_0340	5.38836352576476	5.17918869950986	5.44522400537147	5.4733684788693
kfl00081_0350	2.58824845168174	2.60340682915524	3.37524409398205	3.4878946365529
kfl00082_0010	0	0	0	0
kfl00082_0020	0	0	0	0
kfl00082_0030	0	0	0	0
kfl00082_0050	0	0	0	0
kfl00082_0060	5.01297593556641	4.98432904444453	5.12983779943502	5.18424134010692
kfl00082_0070	0	0	0	0
kfl00082_0080	1.49822083704022	1.23597339820664	0.386788118533537	0.420713502529579
kfl00082_0090	2.21983770547811	1.4691647433956	1.08524845144633	0
kfl00082_0100	4.43151819801999	4.12619593077279	4.87435066823343	4.95357137026799
kfl00082_0110	3.36004576895482	3.09917513853085	1.96411846652218	2.5977519344858
kfl00082_0120	3.37421748096718	3.19069906532824	1.31910026389929	1.60558052161888
kfl00082_0130	0	0	0	0
kfl00082_0140	9.94075877254229	9.90534426335501	9.34220322807711	9.3220835352262
kfl00082_0150	3.46694296952611	2.44458245568442	0	0
kfl00082_0160	3.46204933845444	3.79336556255336	3.46697413140205	3.32776519362588
kfl00082_0170	3.19204801790821	3.0942622265486	1.82567353831042	1.8843558992684
kfl00082_0180	6.93052145285922	7.05196642418596	6.83346594834011	6.91761879706691
kfl00082_0190	1.76051248535149	1.81676082536824	1.99091144723129	1.96636572039779
kfl00082_0200	1.38149271707478	1.48531353803981	1.67689473734347	1.24405253824244
kfl00082_0210	3.03367745202863	2.99250766487401	2.50520954441783	2.44205616932328
kfl00082_0230	0	0	1.15971700826116	0.615836024467453
kfl00082_0240	0	0	0	0
kfl00082_0250	2.05557226927579	2.97601396265528	4.00678238869437	3.98015719901825
kfl00082_0260	3.68117765670411	3.37490553422905	4.07985258044167	4.04636841279684
kfl00082_g21	2.3676780071442	1.83236494722682	0	1.46992894420553
kfl00083_0010	3.48521868706185	3.3932648582208	3.45355515832229	3.49879205715616
kfl00083_0020	3.32976965441996	3.52948651613916	3.78354965083857	4.05537690758966
kfl00083_0030	5.86616116820541	6.16712315012474	5.98536476418605	6.04062457389551
