LL_1	LL_2	HL_1	HL_2
kfl00002_0580	5.75407713904191	5.76533659076719	6.44695693414581	6.43246345658491
kfl00002_0590	0	0	0	0
kfl00002_0595	1.69818982954063	2.35796491285902	1.58869741146741	1.10911322684206
kfl00002_0600	0	0	0	0
kfl00002_0605	0	0	0	0
kfl00002_0610	3.92511465349595	3.82536474517204	5.66219553169214	5.59209013195941
kfl00002_0620	4.82590631834507	4.61209565772811	4.62383928992414	4.47843377049183
kfl00002_0630	3.62576242572964	3.62258416033321	3.55600260886297	3.45802940212278
kfl00002_0640	2.59014256814657	0	1.59448226152243	2.5996984552405
kfl00002_0650	3.97909942969294	3.6476022713109	3.17821103048851	3.54540017136298
kfl00002_0660	0	0	0	0
kfl00002_0670	5.63194497610192	5.61685127968992	4.58558126150776	4.35412006844933
kfl00002_0680	3.06748980455871	3.46833493093191	4.61434307847579	4.77988882220517
kfl00002_0690	3.47563887792312	3.72154042555331	3.23005793420533	3.59998921871093
kfl00002_0700	4.21098717175894	3.94642551021931	3.51053119307118	3.99980833117638
kfl00002_0710	5.97984158204694	5.77556508964687	5.76150706363669	5.27989968299335
kfl00002_0720	4.12043123205422	4.57886271165269	3.27413207090229	3.52958344051284
kfl00002_0730	2.74136215525618	3.09133874584572	2.3854168648808	1.97940827771883
kfl00002_0740	0.339527339591754	0.103530315971052	0	0.128840446550165
kfl00002_0750	0	0	0	0
kfl00002_0760	0	0	0	0
kfl00002_0770	0	0	0	0
kfl00002_0780	0	0	0	0
kfl00002_0790	0	0	0	0
kfl00002_0800	0	0	0	0
kfl00002_g1	0	1.51700868485761	1.31693061851895	0
kfl00002_g17	0	0.764198855938737	0.694563431328667	0.58394406848928
kfl00002_g30	0	0	0	0
kfl00002_g34	3.90975578933222	3.60300232075648	5.00558640807755	5.20306820707485
kfl00002_g40	0	0	0	0
kfl00002_g82	0	0	0	0
kfl00003_0010	0	0	0	0
kfl00003_0020	0	0	0	0
kfl00003_0030	3.13452187532571	2.52813347468371	2.98032447108748	2.76216874910549
kfl00003_0040	6.73024331029572	6.52093921200919	6.50218020511964	6.27029385984914
kfl00003_0050	2.0867896100922	2.21049071731914	2.12239849938619	2.21978121452056
kfl00003_0055	1.57124358853447	1.91745587637889	1.39934209223312	1.68441876271871
kfl00003_0060	2.62433232984394	2.16493157333814	0.791377167597491	0
kfl00003_0070	4.80214107328752	4.73030646533977	5.53960180192668	5.47346899330599
kfl00003_0080	4.18054317004446	4.48081974741861	4.97385892789774	4.86692407997704
kfl00003_0090	4.01230212988275	4.15248174300015	1.95357825996199	2.75623624559235
kfl00003_0095	1.95413491658395	0	0	0
kfl00003_0100	3.07475226085823	2.89547166095894	1.3965187121091	0.826380753111809
kfl00003_0110	4.33960142976458	4.5779160534651	5.44201266199425	5.57344997922815
kfl00003_0120	0	0	0	0
kfl00003_0130	4.11145006135443	4.30668685599729	2.10123854397406	1.916473091875
kfl00003_0140	3.46055105324444	3.34830847862402	2.36047977986357	3.05038010824384
kfl00003_0150	3.16624023708633	3.37231728475638	2.962603821817	3.14329960491458
kfl00003_0160	4.52299694637695	4.18622427062501	4.44444132042798	4.48499589440305
kfl00003_0170	4.85017451190537	5.16231065800777	4.8641614609438	4.57497906719933
kfl00003_0180	4.43209252969738	4.51474732798996	5.49855179521874	5.56291162656798
kfl00003_0190	0	0	0	0
kfl00003_0200	3.73546652734528	2.62150270492483	3.83456699822748	3.75280755575823
kfl00003_0210	6.33471777661382	6.25447896548677	5.62688557032735	5.58845235657875
kfl00003_0220	0	0	0	0
kfl00003_0230	0	0	0	0
kfl00003_0240	3.57758745342672	3.59570748635959	3.49089967595845	3.77333687384056
kfl00003_0250	2.48870954762247	2.24003830351426	2.49563889764701	2.34352454962255
kfl00003_0260	6.01907497473165	5.99157415591907	5.53785458480106	5.55795386416478
kfl00003_0270	5.19441154463983	5.43393806033862	4.83776215218672	4.78246202209658
kfl00003_0280	5.0731205703427	4.47923556553056	4.16020064379365	3.8855101073155
kfl00003_0290	7.40692979560389	7.30791994004608	7.25896257582466	7.21159705808222
kfl00003_0300	3.96505658113797	3.33041343429132	3.29290189097212	2.88705455140517
kfl00003_0310	3.72842047631886	3.62715346127475	3.04090255433409	2.81315571641554
kfl00003_0320	2.90375993763466	2.77940187887409	2.70523096389055	2.89265046934336
kfl00003_0330	0.739439482402188	0	0	0
kfl00003_0340	5.30287939352378	5.51044516481045	4.27920876920161	4.09893358511043
kfl00003_0350	3.40551055040724	3.23468334381509	3.34362484690875	3.66159114795856
kfl00003_0360	4.47202897988064	4.47839522882934	5.14202058354091	5.04600173995451
kfl00003_0370	4.60428960082248	4.14292963690537	4.1498932696854	4.12854404790755
kfl00003_0380	4.49772868050617	4.6490643396068	5.00388084676556	5.06210029133894
kfl00003_0390	0.399410970528087	0.0473001810274914	0.270019417395684	0.474764905868006
kfl00003_0400	0	0	0	0
kfl00003_0410	1.76104107911631	0.844253988475605	0	1.99694411176935
kfl00003_0420	0	0	0	0
kfl00003_0430	5.84705593823296	5.93143822093935	5.75282938522638	5.63765410063727
kfl00003_0440	1.28331032077828	2.65702698907244	0.950193418338895	1.49266400212678
kfl00003_0450	0	0	0	0
kfl00003_0455	0	0	0	0
kfl00003_0460	2.98920367548278	3.20748522634148	2.13471420106941	2.12164332610499
kfl00003_0470	4.37925409338341	4.43318125165711	4.03230280849414	4.1244713563715
kfl00003_0480	4.71710346699639	4.92120140608623	4.43971620098147	3.56974902276298
kfl00003_0490	2.86959259271856	3.34863988211167	2.37020635248974	2.4577505313372
kfl00003_0500	0	0	0	0
kfl00003_0510	4.67882576508899	4.43361242407694	5.03538127759913	5.28738473912937
kfl00003_0520	0	0	0	0
kfl00003_0530	2.60590131283552	2.4034506509851	2.93150239011581	3.1254839859667
kfl00003_0540	4.64267132157852	4.34912374846126	3.40502271173318	3.46387616906416
kfl00003_0550	4.17652672887244	3.89304526757926	3.84960896755253	3.74750328520017
kfl00003_0560	4.28662184258701	3.29233284776301	2.79497730801611	2.60238658040569
kfl00003_0570	1.5229778204728	1.39241837876942	2.98402640262947	3.18774298862718
kfl00003_0580	2.17835729068338	0	2.61919466371508	3.38657974551671
kfl00003_0590	6.92852788496823	7.13629881116803	8.16117417490156	8.24011042400351
kfl00003_0600	5.36707117425942	5.26152933134296	6.67653491209035	6.87262082577372
kfl00003_0610	0	0	0	0
kfl00003_0620	0	0	0	0
kfl00003_0630	4.89066943553951	4.99295759963911	5.03084631169997	5.05609973005042
kfl00003_0640	4.03474212531378	3.947815530502	2.19501272071291	2.22643097848733
kfl00003_0645	5.069623041339	4.96657722994643	6.28984722279149	6.55039973930611
kfl00003_0650	3.70404928035191	3.99048664597249	3.94141910340924	3.48882968245159
kfl00003_0660	2.44344208356475	2.44154243090648	1.99148727725608	2.55118117160567
kfl00003_0680	3.20089299515567	2.94471627461833	3.1003792817917	3.32909078839144
kfl00003_0690	4.94581760256918	4.87029207453195	5.4761171351666	5.49647967630935
kfl00003_0700	5.85850516192759	5.85780228884326	5.84567321268461	5.62659747816766
kfl00003_0710	6.84693860554266	6.97944533650433	6.56199581751825	6.53137596243335
kfl00003_0720	6.61446341136099	6.38761201861207	6.48015755166803	6.73232020188182
kfl00003_0730	5.2524491820323	4.9410174419631	3.62096440718397	4.02597837100444
kfl00003_0740	3.17999664352492	3.50016469036336	4.70558760858305	4.74315026247853
kfl00003_0750	5.04392944804696	4.79709372673242	3.92927719443531	3.64920281419605
kfl00003_0760	2.42335356694006	2.51045181816726	0.859641908819989	0.83595438802717
kfl00003_0770	4.65190012582892	4.62596757723671	2.65483489636409	2.61176994294251
kfl00003_g25	0	0	0	0
kfl00004_0010	0	0	0	0
kfl00004_0020	3.39842432267659	3.6797722546098	3.71455467808422	3.95518659756472
kfl00004_0030	6.34207498271263	6.10826358730295	5.71468355413499	5.57959823124463
kfl00004_0040	3.38419628386804	2.76723570640752	3.70279982464829	3.60345681587225
kfl00004_0060	2.74161717787178	2.65418039028454	3.17534883404635	3.43518994241975
kfl00004_0070	3.06404924492941	2.92515176296476	2.1211025620384	1.57104476123669
kfl00004_0080	0	0	0	0
kfl00004_0090	0	0	0	0
kfl00004_0100	0	0	0	0
kfl00004_0110	0	0	0	0
kfl00004_0120	0	0	0	0
kfl00004_0130	5.02928424105498	5.19967522408135	5.66543780084675	5.80818169151923
kfl00004_0150	0	0	0	0
kfl00004_0160	0.94960981493287	0.689068193492341	0	0
kfl00004_0170	3.18734534516141	3.64730603861882	1.97013223460791	1.76272699506471
kfl00004_0180	0	0	0	0
kfl00004_0190	0	0	0	0
kfl00004_0200	4.41197990858786	4.46935143624712	3.1576564815696	3.69942772145982
kfl00004_0210	6.66410757015097	6.77880101948185	4.858953726925	4.83413472783618
kfl00004_0220	3.4162461243303	3.69967424908016	6.02913690830521	6.00070224342831
kfl00004_0230	3.08229356448776	2.59934728670814	2.42416371981259	2.30178347584565
kfl00004_0240	0	0	0	0
kfl00004_0250	2.35534130623432	2.87145021728615	0	0
kfl00004_0260	2.05428543648503	2.17139299470708	1.88573631865447	2.31863633744589
kfl00004_0270	6.05001431801664	6.07199227050235	5.7614021255394	5.85651737649926
kfl00004_0280	3.62424707068917	3.74548473069876	2.66728387912592	3.05802484892281
kfl00004_0290	2.75572493616659	2.75076190433627	2.53695100916157	2.47170229280111
kfl00004_0300	4.46298393456709	4.61987940306109	3.68917647327081	4.06030644273289
kfl00004_0310	5.36687782974878	5.20136985162898	5.56531751868288	5.63690583812084
kfl00004_0320	4.59090463491952	4.42907981306893	4.19376956822525	4.40673633382855
kfl00004_0330	3.28577562567542	3.27641867219853	3.21728208100514	3.06174042022474
kfl00004_0340	3.20634659375398	3.47489480106668	2.98870422058601	3.06559942102457
kfl00004_0343	0	0	0	0
kfl00004_0346	0	0	0	0
kfl00004_0350	0	0	0	0
kfl00004_0360	0	0	0	0
kfl00004_0370	5.8330338399524	5.67533902973528	6.15083064732704	6.13886658840765
kfl00004_0380	1.95321107692896	2.1787634976171	0.989851433037215	0.672731782960394
kfl00004_0385	3.8580270423789	4.08008593225031	3.71758719533938	4.18689943853125
kfl00004_0390	2.43728575159998	2.58942862802633	2.97046511111475	3.06193492364457
kfl00004_0410	3.59178032331007	3.73029454202493	3.22474117706667	3.04623866118596
kfl00004_0420	2.90172215574468	3.15558428694159	1.74144055731059	1.55169909030794
kfl00004_0430	2.16609582281946	1.79924600995738	2.78147821400189	2.69905888281817
kfl00004_0440	0	0	0	0
kfl00004_0450	1.64807178226475	1.73663595566569	2.32591150291828	2.40014112936045
kfl00004_0460	0.517864759601927	1.25591296643647	1.67946530899988	2.6409732989449
kfl00004_0470	0	0	0	0
kfl00004_0480	0	0	0	0
kfl00004_0490	0	0	0	0
kfl00004_0500	2.4963065464745	1.95324582872686	4.83792612840829	5.00675915117789
kfl00004_0510	3.00779922441941	3.24112257882031	3.00218368994326	3.52884075775718
kfl00004_0520	3.24636580468267	2.78907045104743	3.10689536735326	2.55991573359678
kfl00004_0530	3.56214340245757	3.43033122583973	3.36768394434232	3.77057839281916
kfl00004_0540	2.01893246163231	2.1739430040537	2.87711370231503	2.91650359317326
kfl00004_0550	4.85306192742909	4.61706306474188	4.56479847745725	4.6188068479843
kfl00004_0560	0	0	0	0
kfl00004_0570	0	0	0	0
kfl00004_0580	1.44038551789969	1.99476306835477	2.21361114062283	2.63785639617419
kfl00004_0600	2.50801440776432	0	1.84926871045892	0
kfl00004_0610	0	0	0	0
kfl00004_0620	6.2723871878434	6.17824414535801	5.62556439916244	5.63653051639526
kfl00004_0630	4.76264258960314	4.64407602721609	5.09239519393631	4.78024569823497
kfl00004_g11	5.75304188778285	5.56959382213171	5.42147095008784	5.52903568338455
kfl00004_g60	3.35787645602208	3.30434978101859	3.55678855870778	3.75389540131605
kfl00005_0010	0	0	0	0
kfl00005_0020	1.82007781682503	1.82056147960055	0	0
kfl00005_0030	1.97570810307345	2.00848512812747	0.976227155264722	1.0273454966493
kfl00005_0040	1.2759324462614	1.31257948714165	0	0
kfl00005_0050	3.33106845787119	3.90005224651554	5.61918584877674	5.60028017681815
kfl00005_0060	5.87034350550236	5.92810819185745	5.3200576782155	5.5296169552943
kfl00005_0070	6.01522726147329	6.22143385378813	6.80933516415897	6.69782282649579
kfl00005_0080	0	0	0	0
kfl00005_0090	5.67884842743892	5.50088467511796	5.25615221945995	5.17236946828797
kfl00005_0100	2.80177334940725	2.6627255389007	1.99702524381306	1.55732132749966
kfl00005_0110	2.27351767215287	1.9492908221041	1.76754649264325	1.76091435019028
kfl00005_0120	3.04607667478167	2.61421562082387	2.31804226772882	2.50066866928139
kfl00005_0130	0	0	0.69028204095738	0
kfl00005_0140	0	0	0	0
kfl00005_0150	6.65583486079835	6.50738480240566	7.29809569119664	7.32518468899318
kfl00005_0160	1.12539473249755	2.36424258786394	2.43748640570421	2.31488128397137
kfl00005_0170	0	0	0	0
kfl00005_0180	3.18765691084225	2.65550089563192	3.26455881193229	3.35696102978235
kfl00005_0190	4.84066421611586	4.70290771510663	5.04504430029661	5.07373079137112
kfl00005_0200	2.38773750667624	1.98996714008026	2.41368355980731	2.06230674436486
kfl00005_0210	7.97335092173728	8.0088972535535	7.45221242542849	7.49165977562517
kfl00005_0220	3.79731159440241	4.42081415920806	4.85889832358804	5.032716029439
kfl00005_0230	2.67546803711795	2.62885089069092	3.16305990366419	2.95395818374058
kfl00005_0240	0.407934901211221	0	0.849872079586004	1.24958287631869
kfl00005_0250	0	0	0	0
kfl00005_0260	0	0	0	0
kfl00005_0270	0	0	0	0
kfl00005_0280	0	0	0	0
kfl00005_0290	3.48175430308487	3.61403291138591	4.01869662906968	4.35718231302896
kfl00005_0300	4.63754105210904	4.66606661784863	6.11008292461239	5.9738200759086
kfl00005_0310	4.82471646865357	5.0650482126912	4.09567627252429	4.22749516317372
kfl00005_0320	0	0	0	0
kfl00005_0330	3.78106696129767	3.82500123506948	5.62394042585147	5.76513122245901
kfl00005_0340	4.4883673395421	4.05603261573401	5.69278247242674	5.75433143590756
kfl00005_0350	0	0	0	0
kfl00005_0360	4.35677708482632	4.06776481119294	3.64005421193948	3.31820436231247
kfl00005_0370	0	0	0	0
kfl00005_0380	2.01699217134965	2.23772479139492	3.05806737803983	2.99112302400544
kfl00005_0390	2.91557990217792	3.07000592224278	2.65930445407936	2.8703031063111
kfl00005_0400	7.00752620062171	6.94470941165769	10.333831746206	10.3322978399652
kfl00005_0410	0.0704455029415466	0.120790898434792	0.221926313153335	0.0295585026242451
kfl00005_0420	6.09862815191314	6.27717130725257	7.17953620226806	7.25026555837311
kfl00005_0430	3.84981439996547	3.30962583317874	3.72715981093508	3.88613631057248
kfl00005_0440	5.39120352311785	5.22799557213229	4.49538284638137	4.13065926675852
kfl00005_0450	3.75893599493591	4.10231843063317	3.15218532757366	2.54003278098558
kfl00005_0460	0	0	0	0
kfl00005_0465	0	0	0	0
kfl00005_0470	0	0	0	0
kfl00005_0480	7.1745385407268	7.14682029956332	7.55597473302952	7.59898090393797
kfl00005_0490	6.98252778562808	6.43768660095938	7.4679273088029	7.44664657468136
kfl00005_0500	8.05285103685688	8.12696920391208	5.8665698144596	6.09291323777207
kfl00005_0510	4.26137871211127	4.52829471965593	3.79822446278312	3.71181290688434
kfl00005_0520	5.6735705708736	5.629286224413	6.29658655409239	6.2126165109247
kfl00005_0530	0	0	0	0
kfl00005_0540	0	0	0	0
kfl00005_0550	3.16393454616202	2.96292064542737	4.11008767153702	4.27191357870796
kfl00005_0560	4.11187422797746	3.75101125373158	3.16664217928628	3.50227916628891
kfl00005_0570	3.79564491917868	3.7481498227205	3.92227069490959	4.02534008051986
kfl00005_0580	2.34436188606602	0	0	0
kfl00005_0590	1.98816011719377	2.50638828348686	1.28446071032357	1.96679554232698
kfl00005_0600	3.82575196849411	3.89822757649636	4.48395279343865	4.33391743841015
kfl00005_0610	11.5993053395457	11.4930013359964	10.8960351040356	10.861335755009
kfl00005_0620	4.04554005856264	4.42355756419132	3.81742752517233	4.14676899464028
kfl00005_0630	2.00165444688003	2.04108218146557	2.79483121229036	3.31990061602556
kfl00005_0640	0	0	0	0
kfl00005_0650	4.01951853372908	4.01633144404645	3.35318081185047	3.30087150265979
kfl00005_0660	6.66533169005618	6.57825034914826	6.47067344714482	6.42491480883681
kfl00005_0670	3.98221418047049	4.31249851587629	4.23478765521973	3.85251630451198
kfl00005_0680	1.50796235049707	0	1.80001296251131	1.72132094557896
kfl00005_0690	3.46927729117337	3.59204203100677	5.1175226260845	5.33186512463364
kfl00005_0700	4.23913418378153	4.07094528067216	4.26885104426162	4.66098469997471
kfl00005_g19	0.630234759724401	1.29488103561895	0	2.18257647181445
kfl00005_g42	0	0	0	0
kfl00006_0010	0	0	0	0
kfl00006_0020	7.80982282708313	7.64130743024659	7.59871203647126	7.62236529865266
kfl00006_0030	4.01472161999947	3.98447503192913	5.28676615043835	5.33387014095029
